N_genes	nt_sn	nt_sp	exon_sn	exon_sp	gene_sn	gene_sp	mean_identity	median_identity	PH	FP	FN	SC	DU	fr	nt_fscore	exon_fscore	gene_fscore	tec
500	90.5	67.2	67.2	57.2	13.7	8	71.2603680426509	79.2934711456227	195	1035	209	0.832298136645963	0.333333333333333	7500	77.1287254280279	61.7980707395498	10.1013824884793	MIX
5000	92.2	64.3	70.5	56.5	15.6	8	71.617673845287	80.2474967330598	221	1315	174	0.847826086956522	0.222222222222222	7500	75.7630670926518	62.7283464566929	10.5762711864407	MIX
200	88.7	69.9	63.1	57.2	11.8	7.8	70.9852872869183	79.8692810457516	167	810	249	0.793478260869565	0.166666666666667	7500	78.1857503152585	60.0053200332502	9.39183673469388	MIX
800	90.9	66.3	68.1	56.9	14.6	8.3	71.4191623650329	79.6610169491525	208	1105	204	0.841614906832298	0.444444444444444	7500	76.6751908396947	61.99824	10.5834061135371	MIX
1000	91.4	65.4	68.7	56.5	14.6	7.9	71.477840349731	79.8634812286689	207	1200	186	0.852484472049689	0.388888888888889	7500	76.2443877551021	62.0055910543131	10.2524444444444	MIX
1500	91.6	64.7	69.3	56.1	14.7	7.9	71.3337820416895	79.6178343949045	210	1210	181	0.849378881987578	0.388888888888889	7500	75.8351887396033	62.0052631578947	10.2769911504425	MIX
200	88.1	68.9	60.8	56.7	11.3	7.1	69.9996496468762	78.0068728522337	161	915	250	0.753105590062112	0.5	7500	77.3259872611465	58.6784680851064	8.72065217391305	MIX
5000	92.2	64.2	70.5	56.4	15.5	7.9	71.5678704344631	80.188679245283	220	1317	174	0.847826086956522	0.222222222222222	7500	75.6936061381074	62.6666666666667	10.465811965812	MIX
2000	92.2	64.6	70.2	56.5	15.8	8.4	71.8186170875855	80.2061855670103	224	1243	175	0.857142857142857	0.333333333333333	7500	75.9709183673469	62.6093133385951	10.9685950413223	MIX
3000	92.2	64.7	70.7	56.9	16.4	8.7	72.2218222233976	80.2839116719243	233	1234	169	0.857142857142857	0.277777777777778	7500	76.0400254939452	63.0537617554859	11.3689243027888	MIX
500	90.9	68.1	66.9	58.1	13.5	8.1	71.9908416719895	79.5321824381927	192	973	210	0.832298136645963	0.5	7500	77.8652830188679	62.19024	10.125	MIX
800	91.3	67.6	68.3	57.8	14.2	8.3	72.0371052532306	80.0112296462661	202	1041	200	0.84472049689441	0.5	7500	77.6825676526117	62.6128469468676	10.4764444444444	MIX
4000	92.1	64.6	70.4	56.9	15.8	8.4	71.9978746145972	80.6513604116317	225	1253	178	0.855590062111801	0.277777777777778	7500	75.9369495851946	62.9341712490181	10.9685950413223	MIX
1000	91.8	67	69.2	58	15.7	9	72.9497165597849	81.0810384281543	223	1068	181	0.84472049689441	0.5	7500	77.463476070529	63.1069182389937	11.4412955465587	MIX
1500	92.2	65.5	70.3	57	16	8.7	72.9266874873612	80.5276381909548	227	1183	177	0.868012422360248	0.388888888888889	7500	76.5897273303741	62.955223880597	11.2712550607287	MIX
200	89.2	67.6	61.6	53.9	10.9	6.4	68.9088708932869	75.4033307311996	155	997	216	0.787267080745342	0.5	7500	76.9122448979592	57.4933333333333	8.06473988439306	MIX
500	91.8	66.4	67.6	55.9	13	7.3	71.6474632055418	80	184	1104	189	0.826086956521739	0.5	7500	77.0609355246524	61.1957894736842	9.34975369458128	MIX
1000	92.1	64.8	68.9	56.3	15	8	71.8031066534721	80	213	1232	176	0.846273291925466	0.333333333333333	7500	76.0749521988528	61.9659744408946	10.4347826086957	MIX
1500	92.2	64.8	69.6	56.5	15.6	8.2	71.458324695528	80.188679245283	222	1246	175	0.854037267080745	0.333333333333333	7500	76.1090445859872	62.3695479777954	10.7495798319328	MIX
4000	92.2	64.3	70.4	56.5	16.3	8.5	71.4805773519233	80.2110817941953	231	1277	173	0.847826086956522	0.277777777777778	7500	75.7630670926518	62.688731284476	11.1733870967742	MIX
800	92.2	64.4	68.3	55.6	14.6	7.7	71.056445986913	79.8494360875855	208	1263	180	0.824534161490683	0.5	7500	75.8324393358876	61.2991121872478	10.0825112107623	MIX
2000	92	63.9	69.7	55.9	16.1	8.3	71.077882413517	79.6208530805687	229	1292	173	0.854037267080745	0.333333333333333	7500	75.4175753688262	62.0418789808917	10.9532786885246	MIX
5000	92.2	64.2	70.5	56.4	15.6	8	71.6260369433409	80.2110817941953	221	1313	173	0.847826086956522	0.222222222222222	7500	75.6936061381074	62.6666666666667	10.5762711864407	MIX
3000	92.1	64.1	70.1	56.2	15.7	8.2	71.1933588659242	79.3572311495674	223	1281	181	0.860248447204969	0.277777777777778	7500	75.5903969270166	62.3851148060174	10.7732217573222	MIX
