N_genes	nt_sn	nt_sp	exon_sn	exon_sp	gene_sn	gene_sp	mean_identity	median_identity	PH	FP	FN	SC	DU	fr	nt_fscore	exon_fscore	gene_fscore	tec
2000	90.5	57.8	68	50.2	13.5	6.4	67.8544438492929	73.9631006864988	191	1532	188	0.87111801242236	0.444444444444444	5000	70.5448415374241	57.7597292724196	8.68341708542714	BUSCO
3000	90.7	57.9	68.2	50.5	13.5	6.3	67.9248466726703	74.0384615384615	192	1573	191	0.861801242236025	0.333333333333333	5000	70.6800807537012	58.0303285593934	8.59090909090909	BUSCO
8000	91.3	57.4	69	50.4	14.4	6.6	67.7481704868897	73.7434132961189	205	1641	184	0.858695652173913	0.388888888888889	5000	70.4858103564223	58.251256281407	9.05142857142857	BUSCO
5000	90.7	57.6	68.7	50.5	14.6	6.8	68.2159836636946	73.8905228329088	207	1609	186	0.868012422360248	0.388888888888889	5000	70.4561024949427	58.2105704697987	9.2785046728972	BUSCO
2000	92.1	55.2	66.9	48.1	13.2	5.6	67.3960182770628	73.3439424867497	187	1855	166	0.846273291925466	0.388888888888889	7500	69.0281059063136	55.9633043478261	7.86382978723404	BUSCO
5000	90.7	53.3	67.2	46.4	13.5	5.6	65.0824990531202	70.2127659574468	191	1911	179	0.849378881987578	0.333333333333333	7500	67.1431944444444	54.8957746478873	7.91623036649215	BUSCO
8000	91.2	53.5	67.4	46.4	13	5.3	65.2141171608943	70.8685063015772	185	1941	175	0.843167701863354	0.444444444444444	7500	67.4388389771942	54.9623901581722	7.53005464480874	BUSCO
7000	90.8	53.2	67.3	46.2	13.2	5.4	65.1694348680264	70.5787781350482	188	1967	173	0.840062111801242	0.555555555555556	7500	67.0911111111111	54.7887224669604	7.66451612903226	BUSCO
3000	91.6	54.6	67.2	47.5	13.2	5.6	66.1968108422292	71.662482710716	188	1863	171	0.840062111801242	0.277777777777778	7500	68.4180574555403	55.6582388840453	7.86382978723404	BUSCO
4000	91.4	54.1	67.4	47.1	13.2	5.6	66.0755768605772	71.395881006865	188	1873	172	0.852484472049689	0.388888888888889	7500	67.9689347079038	55.450480349345	7.86382978723404	BUSCO
500	90.4	61.8	64.5	53	12.6	6.3	69.8368820517562	77.0279506970842	179	1414	198	0.81055900621118	0.555555555555556	7500	73.4128777923785	58.1872340425532	8.4	BUSCO
6000	90.9	53.2	67.1	46.1	13.3	5.4	65.2006407136707	70.7801418439716	189	1951	175	0.841614906832298	0.5	7500	67.1183900069396	54.6521201413428	7.68128342245989	BUSCO
200	87.8	64.8	59.8	53.4	10.6	6	68.9821672686376	77.245439686952	150	1105	223	0.791925465838509	0.333333333333333	7500	74.5667103538663	56.4190812720848	7.66265060240964	BUSCO
1500	92.2	55.6	66.5	48.2	12.7	5.4	66.8036536414141	72.7030173668381	181	1815	170	0.824534161490683	0.388888888888889	7500	69.3683355886333	55.8901482127289	7.57790055248619	BUSCO
1000	92	58.3	66.7	50.7	12.7	5.8	68.1789054075433	74.1635687732342	180	1617	181	0.827639751552795	0.388888888888889	7500	71.3719228210246	57.6097103918228	7.96324324324324	BUSCO
800	91.8	59.6	66.7	51.6	12.9	6	69.0142980349666	75.4273379616125	183	1579	181	0.822981366459627	0.444444444444444	7500	72.2758256274769	58.1863060016906	8.19047619047619	BUSCO
2000	90.8	54.8	66.5	47.4	12.7	5.4	66.2903689198614	72.4068479355488	180	1817	185	0.84472049689441	0.277777777777778	7500	68.3494505494505	55.3485513608428	7.57790055248619	BUSCO
4000	91.4	53.8	67.2	46.5	13.4	5.6	65.9995272699917	71.2722298221614	190	1889	187	0.850931677018634	0.444444444444444	7500	67.7316804407714	54.9656992084433	7.89894736842105	BUSCO
200	85.2	57.2	58	46.3	9.1	4.5	63.6545729055256	67.2222222222222	129	1483	267	0.787267080745342	0.277777777777778	7500	68.447191011236	51.4937679769894	6.02205882352941	BUSCO
1000	91.2	56.8	66.2	48.9	13.4	6.1	67.4835581121085	73.3173076923077	190	1636	185	0.849378881987578	0.388888888888889	7500	70.0021621621622	56.2498696785404	8.38358974358974	BUSCO
1500	90.8	56.2	66.6	48.6	13.3	6	67.5110680533049	73.0156956719397	189	1708	186	0.847826086956522	0.388888888888889	7500	69.4280272108844	56.19375	8.26943005181347	BUSCO
8000	91.2	53.5	67.4	46.4	13	5.3	65.2141171608943	70.8685063015772	185	1941	175	0.843167701863354	0.444444444444444	7500	67.4388389771942	54.9623901581722	7.53005464480874	BUSCO
7000	91.1	53	67.1	46	12.8	5.2	64.9681405048474	69.9837615022692	182	1963	182	0.847826086956522	0.444444444444444	7500	67.0131852879944	54.5817860300619	7.39555555555556	BUSCO
800	91.3	57.6	65.5	49.3	12.1	5.7	67.8883774938422	73.8225629791895	172	1568	192	0.855590062111801	0.277777777777778	7500	70.6364002686367	56.256968641115	7.74943820224719	BUSCO
500	90.9	59.9	65.3	51.1	12	5.9	68.9408811104747	75.3561253561254	170	1454	204	0.838509316770186	0.388888888888889	7500	72.2136604774536	57.3338487972509	7.91061452513967	BUSCO
6000	91.2	53.2	67.1	46.1	13.2	5.4	65.0209889498836	70.3043123613408	187	1955	175	0.847826086956522	0.444444444444444	7500	67.2	54.6521201413428	7.66451612903226	BUSCO
5000	91.4	53.1	67.6	46.2	13.3	5.4	65.5004503435572	70.9828393135725	189	1991	176	0.852484472049689	0.444444444444444	7500	67.1742560553633	54.8878734622144	7.68128342245989	BUSCO
3000	91.5	54.9	67.2	47.4	13	5.6	66.379692444806	72.4601175482788	184	1797	184	0.852484472049689	0.555555555555556	7500	68.625	55.5895287958115	7.82795698924731	BUSCO
8000	91.2	53.5	67.4	46.4	13	5.3	65.2141171608943	70.8685063015772	185	1941	175	0.843167701863354	0.444444444444444	7500	67.4388389771942	54.9623901581722	7.53005464480874	BUSCO
1000	87.5	54.5	66.2	46.8	12.5	5.5	65.125479471802	70.0654365265692	177	1784	214	0.849378881987578	0.277777777777778	7500	67.1654929577465	54.8346902654867	7.63888888888889	BUSCO
500	87.5	56.2	65.9	47.9	11.7	5.3	66.0467366951907	71.3604651162791	166	1718	219	0.829192546583851	0.333333333333333	7500	68.4411969380654	55.4764499121265	7.29529411764706	BUSCO
4000	90.6	53.5	66.7	46.3	12.8	5.3	65.2120369681681	70.2915681639086	182	1928	178	0.847826086956522	0.388888888888889	7500	67.2741151977793	54.6585840707965	7.49613259668508	BUSCO
5000	90.4	53.9	67	46.6	13.5	5.6	65.7454845872194	71.3933047418431	191	1902	179	0.854037267080745	0.444444444444444	7500	67.5337491337491	54.9683098591549	7.91623036649215	BUSCO
3000	90.4	54	66.8	46.6	12.5	5.3	65.5700552276252	70.7376648754275	177	1875	184	0.854037267080745	0.444444444444444	7500	67.612188365651	54.9008818342152	7.4438202247191	BUSCO
2000	90.4	53.8	66.5	46.3	12.2	5.2	65.3487185255619	70.4868578255675	173	1858	186	0.854037267080745	0.555555555555556	7500	67.4552011095701	54.5913120567376	7.29195402298851	BUSCO
800	86.8	55.7	66	47.5	12.1	5.6	65.4484519205823	70.4545454545455	172	1676	221	0.852484472049689	0.333333333333333	7500	67.8562807017544	55.2422907488987	7.65649717514124	BUSCO
7000	91.1	53.7	67.4	46.6	13	5.4	65.8778612121941	71.669835234474	184	1906	177	0.847826086956522	0.5	7500	67.5700276243094	55.1024561403509	7.6304347826087	BUSCO
6000	90.8	53.9	67.3	46.8	13.1	5.5	65.7735638153141	71.4316142025917	186	1886	181	0.852484472049689	0.333333333333333	7500	67.6450587422253	55.2084136722174	7.74731182795699	BUSCO
1500	89.2	54.1	66.3	46.6	12.9	5.5	65.2633391584617	70.136698212408	183	1833	201	0.854037267080745	0.388888888888889	7500	67.3512909979065	54.7312666076174	7.71195652173913	BUSCO
200	82.8	54.1	58.7	43.6	8.9	4.2	61.6283110683119	65.0602409638554	127	1630	265	0.770186335403727	0.222222222222222	7500	65.4416362308254	50.0355816226784	5.70687022900763	BUSCO
