N_genes	nt_sn	nt_sp	exon_sn	exon_sp	gene_sn	gene_sp	mean_identity	median_identity	PH	FP	FN	SC	DU	fr	nt_fscore	exon_fscore	gene_fscore	tec
800	92.5	61.1	67.6	53	13.8	6.7	69.7709677360373	77.3237997957099	196	1441	172	0.830745341614907	0.444444444444444	7500	73.5904947916667	59.4162520729685	9.02048780487805	PacBio
1000	92.6	61.6	68.6	53.7	14.9	7.2	70.9818449360279	78.7545787545788	211	1461	164	0.852484472049689	0.388888888888889	7500	73.9839169909209	60.2423548650859	9.70859728506787	PacBio
2000	93	62.7	70.1	55.3	15.4	7.8	71.2714949598898	79.696394686907	218	1335	177	0.854037267080745	0.333333333333333	7500	74.9017341040463	61.82663476874	10.3551724137931	PacBio
800	92.6	63.1	68.4	54.6	14.3	7.4	70.8982446036598	78.6008230452675	203	1309	182	0.847826086956522	0.388888888888889	7500	75.0553628773282	60.7258536585366	9.75299539170507	PacBio
200	89.8	63.4	60.7	51.8	10.4	5.7	67.3290635250757	73.5202492211838	148	1173	236	0.770186335403727	0.444444444444444	7500	74.3253263707572	55.8979555555555	7.3639751552795	PacBio
1500	93.1	62.5	69.7	54.8	14.8	7.5	71.0765379823433	79.1311097807227	210	1356	180	0.849378881987578	0.444444444444444	7500	74.7911311053985	61.3583935742972	9.95515695067265	PacBio
500	92.1	62.8	66.2	53.7	13.5	6.8	69.3649338373469	76.4835164835165	192	1355	189	0.826086956521739	0.277777777777778	7500	74.6788896061975	59.2984153461218	9.04433497536946	PacBio
1000	92.9	63.5	68.9	55.3	14.6	7.7	71.3183945202411	79.5188319159686	207	1268	189	0.858695652173913	0.333333333333333	7500	75.4367007672634	61.3553945249597	10.0825112107623	PacBio
6000	93.3	62.3	70.7	55.3	15.6	7.7	71.7434970067436	79.8380126578749	221	1409	168	0.857142857142857	0.388888888888889	7500	74.7119537275064	62.0588888888889	10.3107296137339	PacBio
3000	93.3	62.2	70.7	54.9	16.3	8.1	71.4994782085703	79.9043062200957	231	1396	179	0.854037267080745	0.277777777777778	7500	74.64	61.8062101910828	10.822131147541	PacBio
7000	93.2	62.5	70.7	55.5	15.8	7.8	71.7992023116851	80.3104951618048	224	1411	171	0.863354037267081	0.277777777777778	7500	74.8233782915864	62.1846275752773	10.4440677966102	PacBio
4000	93.3	62.3	70.6	55	16.2	8.1	71.4751883401884	80	230	1387	175	0.854037267080745	0.222222222222222	7500	74.7119537275064	61.8312101910828	10.8	PacBio
5000	93.2	62.4	70.6	55.2	15.4	7.7	71.2635712479852	79.5081967213115	219	1403	176	0.857142857142857	0.277777777777778	7500	74.7516709511568	61.9573926868045	10.2666666666667	PacBio
1000	92.5	64.5	69	56.2	14.3	7.6	71.6970015069778	79.8429319371728	203	1248	186	0.84472049689441	0.555555555555556	7500	76.0031847133758	61.9456869009585	9.92511415525114	PacBio
200	89.5	66	61.3	54.1	11.3	6.6	69.1295322380437	76.4835164835165	161	1038	223	0.782608695652174	0.333333333333333	7500	75.9742765273312	57.4753899480069	8.33296089385475	PacBio
5000	93.1	62.5	70.4	55.3	15.8	7.9	71.3214733814152	79.2297521401999	224	1397	168	0.860248447204969	0.277777777777778	7500	74.7911311053985	61.9430389817025	10.5333333333333	PacBio
500	91.4	65.7	66.6	56.1	13.2	7.4	70.6639593129263	78.5569105691057	187	1124	205	0.835403726708075	0.444444444444444	7500	76.4478676002546	60.9007334963325	9.48349514563107	PacBio
2000	92.9	62.5	69.6	55.2	14.7	7.4	70.5924923179137	78.312888451067	209	1379	184	0.849378881987578	0.333333333333333	7500	74.7265122265122	61.5692307692308	9.84434389140271	PacBio
4000	93.1	62.6	70.3	55.5	15.6	7.8	71.7073151273503	80.078125	221	1389	177	0.858695652173913	0.277777777777778	7500	74.8626846499679	62.0294117647059	10.4	PacBio
6000	93.3	62.2	70.5	55.1	15.8	7.8	71.3862476403093	79.7066879094913	224	1419	163	0.864906832298137	0.277777777777778	7500	74.64	61.8558917197452	10.4440677966102	PacBio
800	91.9	64.8	68.3	56.2	13.5	7.2	71.6653611909873	79.4640896112453	191	1240	198	0.849378881987578	0.444444444444444	7500	76.006636885769	61.6620080321285	9.39130434782609	PacBio
3000	92.9	62.6	69.9	55.3	15.2	7.6	70.9100170001735	78.5048661516311	216	1389	175	0.847826086956522	0.333333333333333	7500	74.7979421221865	61.7487220447284	10.1333333333333	PacBio
1500	92.9	63.3	69.5	55.7	14.8	7.6	71.2569563272449	79.1311097807227	210	1317	180	0.84472049689441	0.333333333333333	7500	75.295390524968	61.8394568690096	10.0428571428571	PacBio
7000	93.2	62.5	70.7	55.5	15.8	7.8	71.7233062242056	80.2839116719243	224	1411	170	0.863354037267081	0.277777777777778	7500	74.8233782915864	62.1846275752773	10.4440677966102	PacBio
