	gene_id	number_isoforms
318	101351511	8
319	101355481	8
320	101343357	8
321	101355739	8
322	101343102	8
323	101360984	8
324	101343246	8
325	101351449	8
326	111820005	8
327	101357327	8
328	101346626	8
329	101349462	8
330	101346094	8
331	101360528	8
332	101342892	8
333	101350162	8
334	101359900	8
335	101349304	8
336	101340935	8
337	101350263	8
338	101340522	8
339	101354907	8
340	101361792	8
341	101346840	8
342	101361815	8
343	101340449	8
344	101347871	8
345	101345021	8
346	101340437	8
347	101349366	8
348	101343035	8
349	101356408	8
350	101360718	8
351	101340668	8
352	101344572	8
353	101349681	8
354	101360396	8
355	101346585	8
356	101360425	8
357	101357948	8
358	101353417	8
359	101351426	8
360	101343169	8
361	101348019	8
362	101347112	8
363	111821328	8
364	101340311	8
365	101351688	8
366	101350755	8
367	101358947	8
368	101345125	8
369	101355599	8
370	101355157	8
371	101353597	8
372	101350325	8
373	101345318	8
374	101341718	8
375	101346343	8
376	101345986	8
377	101355751	8
378	101350341	8
379	101360722	8
380	101341553	8
381	101354876	8
382	101359094	8
383	101340819	8
384	101351169	8
385	101343275	8
386	101345959	8
387	101353910	8
388	101354086	8
389	101349293	8
390	101340744	8
391	101342519	8
392	101341352	8
393	101352698	8
394	101353037	8
395	101349584	8
396	101354153	8
397	101345115	8
398	101342617	8
399	101354147	8
400	101344662	8
401	101357717	8
402	101361434	8
403	101354929	8
404	101359880	8
405	101354081	8
406	101344411	8
407	101347784	8
408	101356906	8
409	101342410	8
410	101357654	8
411	101346225	8
412	101354085	8
413	101360730	8
414	105756546	8
415	101343697	8
416	101355601	8
417	101360926	8
418	101347062	8
419	101347363	8
420	101351189	8
421	101346905	8
422	101347331	8
423	101340273	8
424	101361704	8
425	101355546	8
426	101351882	8
427	101360746	8
428	101343503	8
429	101355953	8
430	101340423	8
431	101355520	8
432	101354177	8
433	101358169	8
434	101348181	8
435	101348012	8
436	101350199	8
437	101340546	8
438	101353140	8
439	101353829	7
440	101356462	7
441	101350765	7
442	101353345	7
443	101342078	7
444	101360132	7
445	101359294	7
446	101358569	7
447	101357641	7
448	101358303	7
449	101342341	7
450	101351957	7
451	101349019	7
452	101344228	7
453	101354663	7
454	101354602	7
455	101341977	7
456	101341092	7
457	101356871	7
458	101356476	7
459	101349500	7
460	101341908	7
461	101347829	7
462	101343230	7
463	101353760	7
464	101348427	7
465	101340665	7
466	101340800	7
467	101356814	7
468	101343575	7
469	101350048	7
470	101344641	7
471	101351082	7
472	101349281	7
473	101341347	7
474	101354104	7
475	101346518	7
476	101342903	7
477	101356034	7
478	101345848	7
479	101348367	7
480	101350094	7
481	101361424	7
482	101342897	7
483	101347324	7
484	101354188	7
485	101360038	7
486	101356145	7
487	101358226	7
488	101361880	7
489	101351891	7
490	105756975	7
491	101352405	7
492	101348963	7
493	101350222	7
494	101351488	7
495	101347587	7
496	101359134	7
497	101341635	7
498	101345424	7
499	101349393	7
500	101344643	7
501	101348853	7
502	101344941	7
503	101346502	7
504	101354292	7
505	111819380	7
506	101358894	7
507	101359640	7
508	101346390	7
509	105756007	7
510	101353124	7
511	101357554	7
512	101357310	7
513	101341021	7
514	101344490	7
515	101343040	7
516	101358481	7
517	101342926	7
518	101353086	7
519	101357798	7
520	101360207	7
521	101343130	7
522	101341648	7
523	101348703	7
524	101346562	7
525	101342651	7
526	101347301	7
527	101343613	7
528	101354839	7
529	101341273	7
530	101356659	7
531	101350294	7
532	101361180	7
533	101351926	7
534	105756785	7
535	101350696	7
536	101340734	7
537	101357840	7
538	101349220	7
539	101348777	7
540	101351138	7
541	101350987	7
542	101358816	7
543	101355771	7
544	101347449	7
545	101353596	7
546	101350695	7
547	101355802	7
548	101354707	7
549	101346685	7
550	101345181	7
551	101356881	7
552	101348895	7
553	101352937	7
554	101342610	7
555	101345581	7
556	101343532	7
557	101343780	7
558	101356019	7
559	101352697	7
560	101358076	7
561	101343731	7
562	101346570	7
563	101361207	7
564	101341526	7
565	101361885	7
566	101360699	7
567	101347850	7
568	101356593	7
569	101347946	7
570	101346354	7
571	101360405	7
572	101347417	7
573	101353864	7
574	101350192	7
575	101349730	7
576	101353155	7
577	101357323	7
578	101347611	7
579	101343999	7
580	101346579	7
581	101358841	7
582	101344663	7
583	101344131	7
584	101345500	7
585	101361568	7
586	101351221	7
587	101340967	7
588	101352306	7
589	101360416	7
590	101352540	7
591	101352907	7
592	101346044	7
593	101355872	7
594	101352107	7
595	101356475	7
596	101360186	7
597	101358277	7
598	101360082	7
599	101361040	7
600	101342351	7
601	101360152	7
602	101354091	7
603	101351478	7
604	101348344	7
605	101361203	7
606	101344771	7
607	101354440	7
608	101352388	7
609	101354556	7
610	101345563	7
611	101353214	7
612	101346612	7
613	101353330	7
614	101361473	7
615	101361453	7
616	101342250	7
617	101360418	7
618	101344917	7
619	101344585	7
620	101355855	7
621	101348374	7
622	101349280	7
623	101347198	7
624	101353483	7
625	101342244	7
626	101345365	7
627	101352293	7
628	101356969	7
629	101342682	7
630	101359852	7
631	101346721	7
632	101350656	7
633	101345363	7
634	101343031	7
635	101345143	7
636	101351339	7
637	101344887	7
638	101340386	7
639	101343963	7
640	101344236	6
641	101354610	6
642	101354859	6
643	101357577	6
644	101361482	6
645	101350594	6
646	101348451	6
647	101351441	6
648	101356741	6
649	101355091	6
650	101347152	6
651	101360782	6
652	101350549	6
653	101341934	6
654	101347694	6
655	101345767	6
656	101359478	6
657	101356578	6
658	101359416	6
659	101350171	6
660	101344651	6
661	101344569	6
662	101345744	6
663	101341552	6
664	101346765	6
665	101348625	6
666	101342195	6
667	101343978	6
668	101344121	6
669	101340441	6
670	101359036	6
671	101355795	6
672	101360576	6
673	101354551	6
674	101354044	6
675	101352495	6
676	101358862	6
677	101361544	6
678	101349401	6
679	101343200	6
680	101359162	6
681	101350664	6
682	101344526	6
683	101349314	6
684	101346935	6
685	101361657	6
686	101351439	6
687	101353970	6
688	101347635	6
689	111822076	6
690	101349147	6
691	101359260	6
692	101343295	6
693	101353424	6
694	101346422	6
695	101360787	6
696	101351646	6
697	101353434	6
698	101351256	6
699	101341353	6
700	101342870	6
701	101344806	6
702	101353254	6
703	101358956	6
704	101345878	6
705	101342740	6
706	101361984	6
707	101359917	6
708	101349044	6
709	101348671	6
710	101344207	6
711	101353002	6
712	101344622	6
713	101359916	6
714	101340740	6
715	101345902	6
716	101358307	6
717	101356240	6
718	101360436	6
719	101342639	6
720	101360598	6
721	101355206	6
722	101343115	6
723	101360024	6
724	101341064	6
725	101348145	6
726	101361898	6
727	101341555	6
728	101344238	6
729	101361340	6
730	101360953	6
731	101342278	6
732	101352703	6
733	101345740	6
734	101358037	6
735	101342033	6
736	101361073	6
737	101361730	6
738	101349944	6
739	101358090	6
740	101340898	6
741	101351601	6
742	101361518	6
743	101346785	6
744	101357334	6
745	101358270	6
746	101348655	6
747	101348915	6
748	101343546	6
749	101341912	6
750	101350779	6
751	101355435	6
752	101343994	6
753	101346440	6
754	101352264	6
755	101346318	6
756	101345670	6
757	101344613	6
758	101344748	6
759	101352196	6
760	101360420	6
761	101354898	6
762	101347603	6
763	101340869	6
764	101348093	6
765	101349029	6
766	101343829	6
767	101352624	6
768	101351375	6
769	101340835	6
770	101343323	6
771	101350691	6
772	101355101	6
773	101354561	6
774	101340805	6
775	101358323	6
776	101350553	6
777	101355226	6
778	101361159	6
779	101346980	6
780	101359688	6
781	101351636	6
782	101346996	6
783	101346488	6
784	101349026	6
785	101354336	6
786	101358908	6
787	101351412	6
788	101361156	6
789	101348600	6
790	101350243	6
791	101351764	6
792	101355835	6
793	101351715	6
794	101357047	6
795	101354040	6
796	101356964	6
797	101352158	6
798	101341958	6
799	101360546	6
800	101347599	6
801	111820999	6
802	101344546	6
803	101352361	6
804	101350772	6
805	101359329	6
806	101342846	6
807	101347969	6
808	101357216	6
809	101356164	6
810	101350204	6
811	101361868	6
812	101357807	6
813	101358535	6
814	101346862	6
815	101351477	6
816	101355963	6
817	101349201	6
818	101346306	6
819	101342842	6
820	101351924	6
821	101359630	6
822	101353458	6
823	101360969	6
824	101350168	6
825	101346108	6
826	101352869	6
827	101343229	6
828	101350197	6
829	101341369	6
830	101351680	6
831	101344751	6
832	101360680	6
833	101343139	6
834	101357476	6
835	101359598	6
836	101355432	6
837	105756130	6
838	101343761	6
839	101355531	6
840	101345666	6
841	101355108	6
842	101348922	6
843	101348724	6
844	101360970	6
845	101354397	6
846	101356088	6
847	101354307	6
848	101349123	6
849	101345880	6
850	101342253	6
851	101360802	6
852	105756932	6
853	101361300	6
854	101346639	6
855	101344312	6
856	101355365	6
857	101346105	6
858	101358963	6
859	101361642	6
860	101356804	6
861	101343644	6
862	101351992	6
863	101341158	6
864	101349411	6
865	101349517	6
866	101344600	6
867	101340399	6
868	101353895	6
869	101340959	6
870	101356318	6
871	101343159	6
872	101345368	6
873	101352783	6
874	101356096	6
875	101347982	6
876	101359092	6
877	105756806	6
878	101342283	6
879	101350461	6
880	101358528	6
881	101359547	6
882	101360732	6
883	101349913	6
884	101350416	6
885	101357815	6
886	101342583	6
887	101357193	6
888	101351777	6
889	101352856	6
890	101350070	6
891	101356759	6
892	101343178	6
893	101360973	6
894	101346309	6
895	101345662	6
896	101340951	6
897	101359785	6
898	101353472	6
899	101353561	6
900	101352192	6
901	101361953	6
902	101346436	6
903	101352988	6
904	101344008	6
905	101349244	6
906	101344172	6
907	101341892	6
908	101362017	6
909	101345156	6
910	101341414	6
911	101344819	6
912	101351968	6
913	101357703	6
914	101357134	6
915	101357955	6
916	101354716	6
917	101343910	6
918	101351115	6
919	101346218	6
920	101346498	6
921	101348016	6
922	101343311	6
923	101346109	6
924	101361167	6
925	101354083	6
926	101351538	6
927	101351734	6
928	101347764	6
929	101344615	6
930	101342079	6
931	101361092	5
932	101351065	5
933	101343090	5
934	101347191	5
935	101362031	5
936	101344407	5
937	101341703	5
938	101355267	5
939	101343872	5
940	101347575	5
941	101349448	5
942	101356124	5
943	101349111	5
944	101350715	5
945	101356386	5
946	101355372	5
947	101344097	5
948	101341711	5
949	101344950	5
950	101349399	5
951	101351567	5
952	101345276	5
953	101359971	5
954	101349649	5
955	101342994	5
956	101341915	5
957	101340355	5
958	101352269	5
959	101354256	5
960	101347525	5
961	101344597	5
962	101341767	5
963	101360198	5
964	101358750	5
965	111818998	5
966	101347343	5
967	101347821	5
968	101340940	5
969	101360408	5
970	101360209	5
971	101350641	5
972	101350052	5
973	101358686	5
974	101344716	5
975	101361184	5
976	101350055	5
977	101352044	5
978	101354001	5
979	101345565	5
980	101362054	5
981	101353457	5
982	101348098	5
983	101345229	5
984	101345515	5
985	101343337	5
986	101340883	5
987	101343082	5
988	101359021	5
989	101348768	5
990	101341677	5
991	101361264	5
992	101340548	5
993	101344199	5
994	101343718	5
995	101356968	5
996	101353538	5
997	101341998	5
998	101361667	5
999	101342236	5
1000	101360123	5
1001	101356381	5
1002	101360514	5
1003	101340428	5
1004	101341175	5
1005	101353565	5
1006	101354078	5
1007	101351242	5
1008	101342497	5
1009	101347502	5
1010	101350976	5
1011	101346936	5
1012	101352434	5
1013	101350305	5
1014	101359652	5
1015	101347166	5
1016	101349200	5
1017	101346313	5
1018	101359196	5
1019	101354359	5
1020	101344438	5
1021	101348857	5
1022	101346768	5
1023	101348108	5
1024	101359643	5
1025	101347262	5
1026	101341296	5
1027	101354688	5
1028	101358119	5
1029	101354436	5
1030	101343103	5
1031	105755992	5
1032	101354827	5
1033	101359187	5
1034	101344185	5
1035	101351605	5
1036	101359639	5
1037	101348486	5
1038	101357038	5
1039	111821509	5
1040	101344970	5
1041	101353649	5
1042	111821498	5
1043	101344136	5
1044	101343265	5
1045	101360141	5
1046	101340790	5
1047	101352190	5
1048	101357963	5
1049	101360333	5
1050	101347431	5
1051	101347685	5
1052	101358022	5
1053	101342096	5
1054	101356545	5
1055	101344044	5
1056	101341493	5
1057	101347606	5
1058	101342765	5
1059	101348617	5
1060	101354638	5
1061	101346300	5
1062	101360156	5
1063	101351394	5
1064	101354947	5
1065	101345383	5
1066	101349443	5
1067	101345643	5
1068	101350150	5
1069	101347334	5
1070	101356893	5
1071	101359737	5
1072	101353047	5
1073	101359990	5
1074	101353571	5
1075	101355880	5
1076	101344780	5
1077	101348913	5
1078	101341223	5
1079	101355769	5
1080	101343354	5
1081	101343106	5
1082	101342178	5
1083	101348369	5
1084	101340370	5
1085	101354349	5
1086	101355452	5
1087	101355877	5
1088	101348190	5
1089	101340382	5
1090	101345126	5
1091	101361878	5
1092	101341398	5
1093	105756009	5
1094	101362046	5
1095	101351693	5
1096	101352212	5
1097	101360748	5
1098	101349968	5
1099	101352127	5
1100	101343743	5
1101	101347934	5
1102	101345027	5
1103	101356395	5
1104	101356978	5
1105	101355115	5
1106	101343525	5
1107	101344141	5
1108	101354267	5
1109	101347172	5
1110	101340685	5
1111	101361322	5
1112	101343961	5
1113	101345978	5
1114	101342681	5
1115	101347022	5
1116	101346480	5
1117	101351036	5
1118	101351504	5
1119	101361202	5
1120	101360545	5
1121	101352024	5
1122	101340876	5
1123	101361938	5
1124	101349860	5
1125	101356541	5
1126	101356212	5
1127	101360068	5
1128	101353170	5
1129	101360579	5
1130	101357302	5
1131	101343560	5
1132	101359363	5
1133	101359830	5
1134	101360498	5
1135	101344030	5
1136	101347360	5
1137	101345977	5
1138	101351684	5
1139	101354448	5
1140	101358316	5
1141	101347332	5
1142	101348731	5
1143	101356972	5
1144	101348575	5
1145	101343799	5
1146	101347819	5
1147	101347137	5
1148	101347359	5
1149	101344293	5
1150	101346591	5
1151	101353650	5
1152	101347392	5
1153	101361797	5
1154	101346967	5
1155	101341239	5
1156	101354090	5
1157	101352109	5
1158	101359899	5
1159	101359422	5
1160	101345194	5
1161	101347684	5
1162	101351071	5
1163	101343670	5
1164	101341250	5
1165	101352984	5
1166	101359123	5
1167	101355884	5
1168	101340293	5
1169	101349191	5
1170	101350400	5
1171	101355545	5
1172	101344929	5
1173	101354026	5
1174	101358674	5
1175	101359542	5
1176	101341134	5
1177	101346674	5
1178	101348489	5
1179	101342007	5
1180	101341626	5
1181	101348574	5
1182	101354532	5
1183	101350217	5
1184	101349718	5
1185	101355786	5
1186	101341336	5
1187	101341253	5
1188	101345895	5
1189	101342663	5
1190	101343098	5
1191	101349256	5
1192	101354155	5
1193	101352744	5
1194	101351964	5
1195	101350340	5
1196	101347660	5
1197	101347218	5
1198	101351140	5
1199	101360789	5
1200	101348583	5
1201	101352053	5
1202	101341622	5
1203	101344900	5
1204	101342116	5
1205	101346701	5
1206	101342479	5
1207	101351650	5
1208	101340502	5
1209	101351101	5
1210	111822934	5
1211	101356430	5
1212	101342573	5
1213	101353454	5
1214	101351542	5
1215	101349590	5
1216	101361464	5
1217	101343164	5
1218	101348982	5
1219	101356790	5
1220	101353435	5
1221	101351380	5
1222	101352400	5
1223	101361074	5
1224	101344826	5
1225	101358786	5
1226	101356030	5
1227	101360130	5
1228	101350744	5
1229	101353967	5
1230	101344571	5
1231	101343285	5
1232	101343034	5
1233	101357157	5
1234	101357091	5
1235	101352239	5
1236	101352500	5
1237	101343495	5
1238	101348637	5
1239	101348078	5
1240	101359308	5
1241	101351643	5
1242	101355471	5
1243	101348335	5
1244	101358362	5
1245	101362018	5
1246	101352188	5
1247	101345425	5
1248	101348230	5
1249	101355173	5
1250	101347566	5
1251	101341941	5
1252	101362063	5
1253	101351045	5
1254	101345313	5
1255	101342231	5
1256	101349573	5
1257	101351476	5
1258	101343809	5
1259	101360891	5
1260	101350038	5
1261	101357934	5
1262	101347810	5
1263	101344089	5
1264	101346623	5
1265	101349676	5
1266	101344441	5
1267	101359183	5
1268	101346598	5
1269	101342712	5
1270	101343581	5
1271	101343924	5
1272	101344899	5
1273	101349572	5
1274	101346722	5
1275	101361123	5
1276	101357661	5
1277	101351177	5
1278	101349843	5
1279	101360455	5
1280	101357923	5
1281	101342638	5
1282	101346605	5
1283	101344427	5
1284	105755994	5
1285	101356455	5
1286	101359494	5
1287	101359150	5
1288	101347374	5
1289	101348133	5
1290	101358619	5
1291	101355902	5
1292	101352444	5
1293	101359669	5
1294	101344252	5
1295	101361714	5
1296	101344499	5
1297	101354166	5
1298	101345838	5
1299	101340699	5
1300	101361399	5
1301	101347466	5
1302	101340529	5
1303	101345665	5
1304	101348801	5
1305	101351276	5
1306	101356339	5
1307	101352746	5
1308	101357505	5
1309	101345582	5
1310	101348298	5
1311	101356161	5
1312	101355386	5
1313	101359173	5
1314	105756816	5
1315	101343325	5
1316	101348977	5
1317	101347657	5
1318	101353954	5
1319	101349613	5
1320	101348562	5
1321	101348476	5
1322	101341189	5
1323	101340774	5
1324	101343320	5
1325	101347878	5
1326	101358261	5
1327	101354223	5
1328	101342135	5
1329	101354886	5
1330	101356295	5
1331	101349575	5
1332	101349320	5
1333	111822301	5
1334	101351797	5
1335	101346957	5
1336	101351901	5
1337	101349942	5
1338	101358799	5
1339	101349851	5
1340	101355475	5
1341	101361142	5
1342	101345063	5
1343	101351716	5
1344	101342040	5
1345	101361934	5
1346	101359493	5
1347	101349408	5
1348	101347460	5
1349	101357753	5
1350	101347705	5
1351	101343077	5
1352	101357245	5
1353	101353271	5
1354	101353699	5
1355	101340896	5
1356	101352923	5
1357	101344575	5
1358	101344944	5
1359	101354550	5
1360	101341861	5
1361	101361252	5
1362	101354128	5
1363	101352319	5
1364	101358448	5
1365	101352474	5
1366	101357277	5
1367	101361922	5
1368	101342059	5
1369	101361584	5
1370	101360264	5
1371	101355671	5
1372	101357737	5
1373	101358459	5
1374	101358689	5
1375	101346078	5
1376	101360995	5
1377	101354861	5
1378	101355678	5
1379	101354241	5
1380	101343029	5
1381	101357352	5
1382	101342568	5
1383	101345742	5
1384	101341393	5
1385	101353093	5
1386	101349980	5
1387	101344942	5
1388	101362060	5
1389	101347226	5
1390	101355172	5
1391	101353552	5
1392	101354363	5
1393	101341968	5
1394	101348845	5
1395	101343282	5
1396	101351549	5
1397	101350169	5
1398	101345775	5
1399	101349360	5
1400	101359258	5
1401	101357280	5
1402	101356603	5
1403	101344356	5
1404	101347059	5
1405	111819247	5
1406	101359071	5
1407	101352357	5
1408	101344020	5
1409	101341445	5
1410	101353617	5
1411	101343941	5
1412	101353876	5
1413	101356107	5
1414	101341599	5
1415	101357405	5
1416	101343492	5
1417	101355890	5
1418	101345262	5
1419	101358046	5
1420	101340875	5
1421	101357192	5
1422	101352617	5
1423	101353123	5
1424	101353090	5
1425	101340372	5
1426	101346982	5
1427	101359291	4
1428	101343481	4
1429	101361415	4
1430	101344502	4
1431	101345378	4
1432	101351806	4
1433	101353144	4
1434	111820089	4
1435	101351946	4
1436	101348363	4
1437	101349489	4
1438	101352179	4
1439	101346974	4
1440	101355561	4
1441	101357715	4
1442	101359149	4
1443	101347645	4
1444	101353157	4
1445	101356677	4
1446	101357542	4
1447	101347261	4
1448	101352206	4
1449	101343349	4
1450	101357841	4
1451	101350654	4
1452	101355951	4
1453	111822729	4
1454	101358818	4
1455	101349586	4
1456	101346866	4
1457	101355583	4
1458	101342134	4
1459	101345805	4
1460	101343253	4
1461	101353128	4
1462	101342891	4
1463	101358440	4
1464	101360537	4
1465	101351945	4
1466	101357769	4
1467	101348440	4
1468	101359411	4
1469	101359931	4
1470	101350902	4
1471	101343992	4
1472	101350457	4
1473	101344297	4
1474	101359413	4
1475	101351931	4
1476	101361614	4
1477	101349665	4
1478	101347175	4
1479	101356080	4
1480	101356368	4
1481	101348439	4
1482	101358812	4
1483	101348304	4
1484	101341441	4
1485	101349065	4
1486	101356761	4
1487	101355347	4
1488	101341973	4
1489	101351807	4
1490	101360536	4
1491	101361911	4
1492	101353384	4
1493	105755978	4
1494	101343097	4
1495	101341147	4
1496	105756069	4
1497	101352593	4
1498	101345610	4
1499	111820450	4
1500	101361864	4
1501	101358308	4
1502	101352867	4
1503	101357953	4
1504	101342133	4
1505	101353373	4
1506	101352929	4
1507	101347416	4
1508	101362040	4
1509	101349356	4
1510	101359032	4
1511	101358324	4
1512	101342730	4
1513	101351866	4
1514	101344518	4
1515	101357894	4
1516	101357163	4
1517	101348222	4
1518	101358295	4
1519	101359697	4
1520	101348875	4
1521	101359019	4
1522	101340666	4
1523	101341637	4
1524	101345407	4
1525	101350805	4
1526	101349326	4
1527	101354507	4
1528	101354754	4
1529	101349344	4
1530	111819400	4
1531	101344112	4
1532	101356391	4
1533	101344212	4
1534	101349391	4
1535	101355059	4
1536	101360368	4
1537	101355451	4
1538	101352801	4
1539	101341780	4
1540	101341308	4
1541	101356681	4
1542	101347352	4
1543	101346235	4
1544	101346782	4
1545	101352268	4
1546	101354884	4
1547	101356758	4
1548	101360157	4
1549	101341026	4
1550	101350041	4
1551	101360814	4
1552	101344986	4
1553	101349156	4
1554	101357568	4
1555	101349297	4
1556	101343212	4
1557	101341436	4
1558	101342933	4
1559	101351843	4
1560	101352095	4
1561	101360682	4
1562	101352348	4
1563	101360189	4
1564	101350643	4
1565	101352375	4
1566	101342224	4
1567	101349895	4
1568	101359932	4
1569	101358887	4
1570	101355736	4
1571	101353730	4
1572	101351571	4
1573	101358994	4
1574	101360581	4
1575	101360501	4
1576	101357087	4
1577	101341782	4
1578	101342039	4
1579	101361179	4
1580	111819269	4
1581	101353497	4
1582	101354565	4
1583	101345158	4
1584	101346531	4
1585	101352748	4
1586	101360733	4
1587	101357555	4
1588	101350939	4
1589	101342738	4
1590	101355169	4
1591	101351895	4
1592	101343307	4
1593	101340534	4
1594	101340430	4
1595	101361169	4
1596	101357671	4
1597	101353462	4
1598	101353410	4
1599	101352209	4
1600	101340363	4
1601	101354909	4
1602	101358355	4
1603	101361863	4
1604	101360968	4
1605	101344171	4
1606	101340770	4
1607	101348132	4
1608	101340341	4
1609	101342675	4
1610	101343787	4
1611	101347740	4
1612	101352968	4
1613	101343696	4
1614	101342541	4
1615	101358146	4
1616	101358579	4
1617	101353981	4
1618	111819949	4
1619	101361692	4
1620	101350697	4
1621	101344836	4
1622	101359201	4
1623	101345593	4
1624	101345771	4
1625	101360671	4
1626	101356762	4
1627	111821051	4
1628	101351556	4
1629	101356219	4
1630	101351297	4
1631	101351727	4
1632	101353281	4
1633	101361755	4
1634	101345695	4
1635	101340625	4
1636	101342758	4
1637	101340976	4
1638	101359870	4
1639	101356636	4
1640	101352974	4
1641	101346468	4
1642	101351066	4
1643	101354675	4
1644	101351676	4
1645	101342735	4
1646	101342980	4
1647	101358492	4
1648	101352775	4
1649	101361846	4
1650	101342314	4
1651	101348061	4
1652	101349420	4
1653	101349926	4
1654	101343305	4
1655	101341651	4
1656	101349630	4
1657	101341794	4
1658	101345180	4
1659	101345633	4
1660	101359005	4
1661	101357177	4
