g9012	fusion
g8730	fusion
g9552	fusion
g20996	fusion
g14421	fusion
g18518	fusion
g13550	fusion
g12822	fusion
g16013	fusion
g17861	fusion
g5895	fusion
g18170	fusion
g4046	fusion
g867	fusion
g18221	fusion
g4144	fusion
g12758	fusion
g9332	fusion
g16024	fusion
g19439	fusion
g1254	fusion
g7069	fusion
g15330	fusion
g2409	fusion
g16698	fusion
g14370	fusion
g3143	fusion
g12990	fusion
g12297	fusion
g19896	fusion
g370	fusion
g14905	fusion
g14268	fusion
g12509	fusion
g3773	fusion
g1505	fusion
g7538	fusion
g16755	fusion
g18257	fusion
g6638	fusion
g14768	fusion
g13434	fusion
g14999	fusion
g10859	fusion
g1011	fusion
g16523	fusion
g18132	fusion
g11249	fusion
g11548	fusion
g2601	fusion
g5862	fusion
g16035	fusion
g2093	fusion
g13546	fusion
g19837	fusion
g4006	fusion
g17067	fusion
g9329	fusion
g20670	fusion
g13261	fusion
g10957	fusion
g6515	fusion
g19897	fusion
g16597	fusion
g17323	fusion
g15695	fusion
g20953	fusion
g5511	fusion
g19865	fusion
g9661	fusion
g7635	fusion
g866	fusion
g6275	fusion
g8017	fusion
g1548	fusion
g18731	fusion
g15424	fusion
g4788	fusion
g16515	fusion
g19805	fusion
g4193	fusion
g4693	fusion
g10881	fusion
g11512	fusion
g9694	fusion
g18312	fusion
g17000	fusion
g19583	fusion
g3857	fusion
g20269	fusion
g20301	fusion
g4371	fusion
g19539	fusion
g17558	fusion
g2408	fusion
g14524	fusion
g1108	fusion
g4700	fusion
g14356	fusion
g17894	fusion
g1212	fusion
g20949	fusion
g4768	fusion
g922	fusion
g13961	fusion
g18077	fusion
g20298	fusion
g1014	fusion
g8278	fusion
g8381	fusion
g6454	fusion
g4582	fusion
g17559	fusion
g11885	fusion
g9390	fusion
g17211	fusion
g9000	fusion
g2386	fusion
g13269	fusion
g12506	fusion
g4673	fusion
g20843	fusion
g9517	fusion
g17294	fusion
g4736	fusion
g7251	fusion
g11518	fusion
g11719	fusion
g4372	fusion
g6422	fusion
g12517	fusion
g14565	fusion
g10072	fusion
g14628	fusion
g4568	fusion
g20082	fusion
g20313	fusion
g7184	fusion
g20281	fusion
g11460	fusion
g13019	fusion
g11720	fusion
g10073	fusion
g8382	fusion
g8287	fusion
g7417	fusion
g8046	fusion
g18392	fusion
g15097	fusion
g19628	fusion
g16608	fusion
g4986	fusion
g1184	fusion
g20395	fusion
g10679	fusion
g1665	fusion
g17988	fusion
g19438	fusion
g18136	fusion
g8365	fusion
g15294	fusion
g2294	fusion
g2221	fusion
g15930	fusion
g17150	fusion
g12578	fusion
g19355	fusion
g20175	fusion
g1588	fusion
g13487	fusion
g5863	fusion
g16754	fusion
g16232	fusion
g6667	fusion
g13120	fusion
g7759	fusion
g5788	fusion
g6411	fusion
g1547	fusion
g13024	fusion
g18869	fusion
g7948	fusion
g14904	fusion
g12165	fusion
g13995	fusion
g6640	fusion
g19789	fusion
g4252	fusion
g16469	fusion
g17495	fusion
g5896	fusion
g18278	fusion
g2171	fusion
g12757	fusion
g16096	fusion
g20523	fusion
g10680	fusion
g12731	fusion
g7441	fusion
g20176	fusion
g2440	fusion
g1978	fusion
g8792	fusion
g12103	fusion
g15241	fusion
g16139	fusion
g18314	fusion
g8571	fusion
g1224	fusion
g12819	fusion
g19885	fusion
g12853	fusion
g7558	fusion
g15271	fusion
g3300	fusion
g10084	fusion
g4527	fusion
g8729	fusion
g7733	fusion
g11840	fusion
g5379	fusion
g8168	fusion
g20197	fusion
g16211	fusion
g537	fusion
g9745	fusion
g7127	fusion
g9880	fusion
g7160	fusion
g13082	fusion
g1211	fusion
g13650	fusion
g6290	fusion
g8791	fusion
g13920	fusion
g18134	fusion
g15677	fusion
g4431	fusion
g15323	fusion
g982	fusion
g18227	fusion
g6526	fusion
g11224	fusion
g7771	fusion
g15852	fusion
g15911	fusion
g14705	fusion
g16722	fusion
g7920	fusion
g161	fusion
g14014	fusion
g16050	fusion
g18896	fusion
g2827	fusion
g6184	fusion
g11914	fusion
g6406	fusion
g16439	fusion
g5254	fusion
g12419	fusion
g16587	fusion
g18474	fusion
g10407	fusion
g2989	fusion
g14032	fusion
g17398	fusion
g16596	fusion
g18978	fusion
g10579	fusion
g3909	fusion
g1068	fusion
g1884	fusion
g4601	fusion
g5118	fusion
g19838	fusion
g7734	fusion
g5117	fusion
g10151	fusion
g6429	fusion
g16003	fusion
g6060	fusion
g163	fusion
g13272	fusion
g16649	fusion
g9544	fusion
g18079	fusion
g1598	fusion
g15640	fusion
g7281	fusion
g11409	fusion
g16845	fusion
g20404	fusion
g20007	fusion
g11225	fusion
g19058	fusion
g2957	fusion
g7445	fusion
g236	fusion
g17207	fusion
g17785	fusion
g15925	fusion
g2829	fusion
g16002	fusion
g11250	fusion
g7905	fusion
g12630	fusion
g19306	fusion
g17145	fusion
g2401	fusion
g7135	fusion
g18395	fusion
g18870	fusion
g17243	fusion
g4526	fusion
g11353	fusion
g16908	fusion
g11356	fusion
g13018	fusion
g18137	fusion
g6341	fusion
g16825	fusion
g17827	fusion
g1069	fusion
g20455	fusion
g16867	fusion
g4194	fusion
g7191	fusion
g3670	fusion
g19516	fusion
g7576	fusion
g18489	fusion
g20961	fusion
g8328	fusion
g15636	fusion
g16023	fusion
g1238	fusion
g7537	fusion
g19479	fusion
g20394	fusion
g11770	fusion
g1587	fusion
g4793	fusion
g13964	fusion
g6639	fusion
g19462	fusion
g14020	fusion
g20012	fusion
g12729	fusion
g19354	fusion
g6263	fusion
g329	fusion
g21005	fusion
g509	fusion
g3917	fusion
g5151	fusion
g6931	fusion
g17276	fusion
g1417	fusion
g16631	fusion
g12744	fusion
g19726	fusion
g13134	fusion
g11447	fusion
g6373	fusion
g9323	fusion
g6059	fusion
g6720	fusion
g3291	fusion
g17295	fusion
g14513	fusion
g9613	fusion
g1066	fusion
g19588	fusion
g19751	fusion
g8900	fusion
g10291	fusion
g10683	fusion
g5855	fusion
g10858	fusion
g3894	fusion
g9573	fusion
g17970	fusion
g11340	fusion
g12713	fusion
g20280	fusion
g8113	fusion
g7806	fusion
g3910	fusion
g9089	fusion
g21002	fusion
g6085	fusion
g19363	fusion
g8398	fusion
g5326	fusion
g12505	fusion
g16360	fusion
g1554	fusion
g19857	fusion
g4928	fusion
g2560	fusion
g19915	fusion
g19662	fusion
g12164	fusion
g10175	fusion
g12777	fusion
g18389	fusion
g12102	fusion
g12423	fusion
g6724	fusion
g10777	fusion
g4488	fusion
g6719	fusion
g11526	fusion
g14229	fusion
g3755	fusion
g18455	fusion
g11475	fusion
g16008	fusion
g18767	fusion
g13943	fusion
g14423	fusion
g18008	fusion
g4147	fusion
g5632	fusion
g13263	fusion
g11120	fusion
g1012	fusion
g3493	fusion
g19059	fusion
g12899	fusion
g16427	fusion
g15089	fusion
g11281	fusion
g17329	fusion
g6636	fusion
g19517	fusion
g5263	fusion
g2465	fusion
g12629	fusion
g13921	fusion
g7786	fusion
g14230	fusion
g8295	fusion
g2808	fusion
g20430	fusion
g19546	fusion
g5595	fusion
g12147	fusion
g4145	fusion
g16233	fusion
g5789	fusion
g19515	fusion
g7572	fusion
g9120	fusion
g13485	fusion
g12069	fusion
g6372	fusion
g16014	fusion
g16344	fusion
g19285	fusion
g15442	fusion
g16995	fusion
g8066	fusion
g17242	fusion
g11203	fusion
g15840	fusion
g16298	fusion
g3264	fusion
g20265	fusion
g10015	fusion
g18006	fusion
g12516	fusion
g11355	fusion
g12637	fusion
g1703	fusion
g16367	fusion
g8441	fusion
g14903	fusion
g9922	fusion
g19746	fusion
g15208	fusion
g3400	fusion
g13417	fusion
g17862	fusion
g20186	fusion
g14022	fusion
g983	fusion
g14832	fusion
g2400	fusion
g311	fusion
g3690	fusion
g18730	fusion
g1944	fusion
g12576	fusion
g14203	fusion
g16844	fusion
g4953	fusion
g11558	fusion
g11206	fusion
g9972	fusion
g17136	fusion
g9331	fusion
g8572	fusion
g20337	fusion
g8112	fusion
g2366	fusion
g19859	fusion
g15499	fusion
g12552	fusion
g15148	fusion
g17972	fusion
g17630	fusion
g3896	fusion
g8014	fusion
g11122	fusion
g19216	fusion
g3600	fusion
g18222	fusion
g3126	fusion
g9543	fusion
g6185	fusion
g1713	fusion
g2233	fusion
g3576	fusion
g8857	fusion
g2936	fusion
g544	fusion
g10010	fusion
g7369	fusion
g3601	fusion
g4143	fusion
g1167	fusion
g16926	fusion
g3463	fusion
g1088	fusion
g10988	fusion
g18203	fusion
g6040	fusion
g16909	fusion
g12486	fusion
g9859	fusion
g4952	fusion
g7602	fusion
g17068	fusion
g19068	fusion
g15717	fusion
g20061	fusion
g5329	fusion
g19916	fusion
g19545	fusion
g3691	fusion
g19589	fusion
g7908	fusion
g1943	fusion
g19069	fusion
g16159	fusion
g9087	fusion
g19836	fusion
g2422	fusion
g9629	fusion
g20930	fusion
g11791	fusion
g13891	fusion
g10342	fusion
g20594	fusion
g5623	fusion
g16712	fusion
g15329	fusion
g15566	fusion
g7209	fusion
g8513	fusion
g3141	fusion
g15118	fusion
g19663	fusion
g16366	fusion
g3492	fusion
g13319	fusion
g10016	fusion
g8557	fusion
g6725	fusion
g6400	fusion
g2960	fusion
g7125	fusion
g14994	fusion
g20361	fusion
g18026	fusion
g19718	fusion
g18176	fusion
g15390	fusion
g4602	fusion
g14109	fusion
g9015	fusion
g6723	fusion
g9754	fusion
g9195	fusion
g7906	fusion
g13280	fusion
g6410	fusion
g11476	fusion
g19136	fusion
g4346	fusion
g10525	fusion
g26	fusion
g8686	fusion
g6801	fusion
g10697	fusion
g8391	fusion
g9693	fusion
g6395	fusion
g15670	fusion
g5300	fusion
g16586	fusion
g8166	fusion
g13025	fusion
g4178	fusion
g8050	fusion
g16440	fusion
g3768	fusion
g19887	fusion
g9351	fusion
g6431	fusion
g16081	fusion
g4004	fusion
g11915	fusion
g20469	fusion
g2232	fusion
g20741	fusion
g15138	fusion
g3455	fusion
g19371	fusion
g13441	fusion
g15961	fusion
g7653	fusion
g11792	fusion
g13268	fusion
g8269	fusion
g185	fusion
g12130	fusion
g7664	fusion
g8667	fusion
g2220	fusion
g19856	fusion
g1186	fusion
g9751	fusion
g901	fusion
g11513	fusion
g11963	fusion
g16643	fusion
g9334	fusion
g22	fusion
g3329	fusion
g6282	fusion
g16675	fusion
g1013	fusion
g15716	fusion
g11324	fusion
g4471	fusion
g8470	fusion
g18175	fusion
g9894	fusion
g12823	fusion
g15667	fusion
g18110	fusion
g18399	fusion
g12126	fusion
g9716	fusion
g8327	fusion
g17578	fusion
g15804	fusion
g16914	fusion
g8452	fusion
g19328	fusion
g13783	fusion
g6276	fusion
g9398	fusion
g17797	fusion
g8403	fusion
g4571	fusion
g15821	fusion
g18859	fusion
g19196	fusion
g13994	fusion
g6291	fusion
g16994	fusion
g8668	fusion
g2580	fusion
g2633	fusion
g19755	fusion
g11070	fusion
g13016	fusion
g11549	fusion
g13273	fusion
g18171	fusion
g13520	fusion
g16036	fusion
g2500	fusion
g9308	fusion
g197	fusion
g20407	fusion
g13463	fusion
g2398	fusion
g19727	fusion
g19540	fusion
g8267	fusion
g6086	fusion
g11364	fusion
g18959	fusion
g16426	fusion
g6421	fusion
g6267	fusion
g10753	fusion
g1507	fusion
g9672	fusion
g18860	fusion
g18005	fusion
g8445	fusion
g5253	fusion
g4691	fusion
g11410	fusion
g891	fusion
g10290	fusion
g7250	fusion
g5854	fusion
g7240	fusion
g38	fusion
g14228	fusion
g11445	fusion
g5233	fusion
g11968	fusion
g8715	fusion
g17151	fusion
g18494	fusion
g13138	fusion
g9322	fusion
g20419	fusion
g3239	fusion
g15558	fusion
g17459	fusion
g577	fusion
g10548	fusion
g18009	fusion
g7183	fusion
g16674	fusion
g20649	fusion
g7947	fusion
g9618	fusion
g13983	fusion
g10009	fusion
g11453	fusion
g3283	fusion
g18586	fusion
g3299	fusion
g13648	fusion
g1070	fusion
g6991	fusion
g16853	fusion
g7346	fusion
g19126	fusion
g2188	fusion
g18007	fusion
g11854	fusion
g9282	fusion
g4489	fusion
g6405	fusion
g12670	fusion
g18495	fusion
g9895	fusion
g8124	fusion
g15712	fusion
g2746	fusion
g20466	fusion
g10944	fusion
g18400	fusion
g4710	fusion
g11616	fusion
g13906	fusion
g7233	fusion
g18148	fusion
g16552	fusion
g12884	fusion
g15711	fusion
g13981	fusion
g15846	fusion
g12041	fusion
g7345	fusion
g16051	fusion
g17069	fusion
g8390	fusion
g2392	fusion
g5985	fusion
g19115	fusion
g7442	fusion
g3292	fusion
g1419	fusion
g2355	fusion
g10656	fusion
g6342	fusion
g4737	fusion
g7068	fusion
g15096	fusion
g7627	fusion
g19141	fusion
g1977	fusion
g1442	fusion
g6394	fusion
g17871	fusion
g9243	fusion
g4694	fusion
g14015	fusion
g13278	fusion
g11883	fusion
g14284	fusion
g19643	fusion
g6438	fusion
g7002	fusion
g11343	fusion
g16022	fusion
g3406	fusion
g9614	fusion
g12577	fusion
g13416	fusion
g4323	fusion
g19998	fusion
g4714	fusion
g11839	fusion
g10696	fusion
g18679	fusion
g9490	fusion
g9921	fusion
g20127	fusion
g902	fusion
g15894	fusion
g11187	fusion
g11446	fusion
g7545	fusion
g5878	fusion
g10956	fusion
g9714	fusion
g15117	fusion
g18983	fusion
g6832	fusion
g10979	fusion
g8067	fusion
g14360	fusion
g13480	fusion
g19518	fusion
g7626	fusion
g944	fusion
g4792	fusion
g17349	fusion
g17427	fusion
g3284	fusion
g16470	fusion
g7241	fusion
g5470	fusion
g12671	fusion
g1615	fusion
g19071	fusion
g1341	fusion
g543	fusion
g16101	fusion
g17236	fusion
g6930	fusion
g16535	fusion
g4179	fusion
g16100	fusion
g8263	fusion
g14204	fusion
g8716	fusion
g11779	fusion
g15088	fusion
g6404	fusion
g1036	fusion
g18960	fusion
g13121	fusion
g17457	fusion
g2805	fusion
g15147	fusion
g9489	fusion
g16243	fusion
g11051	fusion
g12746	fusion
g14911	fusion
g17287	fusion
g667	fusion
g2464	fusion
g14033	fusion
g18393	fusion
g16514	fusion
g20737	fusion
g668	fusion
g7663	fusion
g2600	fusion
g17625	fusion
g7092	fusion
g15812	fusion
g20299	fusion
g17090	fusion
g18405	fusion
g8366	fusion
g10913	fusion
g11559	fusion
g20522	fusion
g17806	fusion
g18080	fusion
g6038	fusion
g14182	fusion
g15656	fusion
g9670	fusion
g1922	fusion
g2498	fusion
g5262	fusion
g14514	fusion
g4470	fusion
g2657	fusion
g2810	fusion
g15969	fusion
g19917	fusion
g16620	fusion
g7136	fusion
g9033	fusion
g7634	fusion
g10245	fusion
g3921	fusion
g13401	fusion
g9211	fusion
g13465	fusion
g5838	fusion
g9014	fusion
g1964	fusion
g20063	fusion
g749	fusion
g868	fusion
g17137	fusion
g15696	fusion
g984	fusion
g17426	fusion
g18475	fusion
g3758	fusion
g19790	fusion
g13342	fusion
g11116	fusion
g2995	fusion
g13442	fusion
g9392	fusion
g19634	fusion
g1715	fusion
g7206	fusion
g14183	fusion
g17916	fusion
g13610	fusion
g6831	fusion
g2338	fusion
g10293	fusion
g237	fusion
g19215	fusion
g8444	fusion
g9119	fusion
g4274	fusion
g27	fusion
g4563	fusion
g12900	fusion
g1382	fusion
g20471	fusion
g1166	fusion
g10174	fusion
g1250	fusion
g162	fusion
g16913	fusion
g1882	fusion
g12127	fusion
g13256	fusion
g16210	fusion
g13318	fusion
g4580	fusion
g13402	fusion
g20011	fusion
g14358	fusion
g5304	fusion
g15498	fusion
g15842	fusion
g1110	fusion
g10341	fusion
g12068	fusion
g19806	fusion
g4713	fusion
g8405	fusion
g13405	fusion
g2439	fusion
g10718	fusion
g1776	fusion
g12298	fusion
g1342	fusion
g11341	fusion
g7772	fusion
g7447	fusion
g9982	fusion
g19757	fusion
g10246	fusion
g16430	fusion
g16852	fusion
g12156	fusion
g1549	fusion
g1487	fusion
g3415	fusion
g6072	fusion
g6096	fusion
g7249	fusion
g13255	fusion
g1963	fusion
g16345	fusion
g11501	fusion
g13282	fusion
g6073	fusion
g3920	fusion
g18766	fusion
g11365	fusion
g6455	fusion
g20083	fusion
g7349	fusion
g4695	fusion
g8353	fusion
g7654	fusion
g4302	fusion
g4577	fusion
g4293	fusion
g8727	fusion
g7355	fusion
g7662	fusion
g8264	fusion
g19870	fusion
g536	fusion
g17318	fusion
g4253	fusion
g11775	fusion
g10153	fusion
g19999	fusion
g19219	fusion
g18125	fusion
g9103	fusion
g4649	fusion
g12885	fusion
g2295	fusion
g13549	fusion
g15962	fusion
g11130	fusion
g9518	fusion
g16747	fusion
g12385	fusion
g369	fusion
g15830	fusion
g15912	fusion
g7159	fusion
g8514	fusion
g13479	fusion
g14596	fusion
g7800	fusion
g8665	fusion
g11323	fusion
g19864	fusion
g8469	fusion
g7904	fusion
g12129	fusion
g12507	fusion
g10547	fusion
g4931	fusion
g6260	fusion
g7208	fusion
g14763	fusion
g2126	fusion
g18310	fusion
g10580	fusion
g15967	fusion
g16198	fusion
g1555	fusion
g17502	fusion
g20194	fusion
g17629	fusion
g578	fusion
g7282	fusion
g14386	fusion
g5755	fusion
g3518	fusion
g15848	fusion
g12475	fusion
g9363	fusion
g13980	fusion
g3216	fusion
g4303	fusion
g12510	fusion
g19137	fusion
g6219	fusion
g13203	fusion
g11461	fusion
g16550	fusion
g12587	fusion
g4985	fusion
g19642	fusion
g14597	fusion
g310	fusion
g18585	fusion
g2186	fusion
g18010	fusion
g15831	fusion
g11983	fusion
g8294	fusion
g1681	fusion
g13488	fusion
g9671	fusion
g17583	fusion
g17828	fusion
g12154	fusion
g9749	fusion
g11282	fusion
g2354	fusion
g20952	fusion
g20646	fusion
g18239	fusion
g2955	fusion
g15490	fusion
g1933	fusion
g8681	fusion
g20483	fusion
g18957	fusion
g14764	fusion
g17786	fusion
g13809	fusion
g20648	fusion
g10038	fusion
g12712	fusion
g16244	fusion
g7925	fusion
g14123	fusion
g1372	fusion
g3342	fusion
g11354	fusion
g15892	fusion
g20454	fusion
g12149	fusion
g8361	fusion
g18109	fusion
g14900	fusion
g9035	fusion
g17494	fusion
g15497	fusion
g15657	fusion
g7351	fusion
g16999	fusion
g11418	fusion
g15245	fusion
g10186	fusion
g13400	fusion
g9457	fusion
g2172	fusion
g1599	fusion
g15668	fusion
g7919	fusion
g20954	fusion
g3052	fusion
g10654	fusion
g8896	fusion
g8143	fusion
g11438	fusion
g2554	fusion
g7192	fusion
g14114	fusion
g13091	fusion
g8326	fusion
g10468	fusion
g3240	fusion
g13147	fusion
g3405	fusion
g11565	fusion
g14021	fusion
g15971	fusion
g2553	fusion
g13782	fusion
g6670	fusion
g16537	fusion
g196	fusion
g15423	fusion
g11524	fusion
g16468	fusion
g20128	fusion
g86	fusion
g19721	fusion
g7571	fusion
g510	fusion
g7444	fusion
g15590	fusion
g18488	fusion
g18454	fusion
g15664	fusion
g1778	fusion
g7601	fusion
g14250	fusion
g17277	fusion
g6514	fusion
g14706	fusion
g17235	fusion
g10315	fusion
g5509	fusion
g10646	fusion
g7926	fusion
g184	fusion
g3858	fusion
g20993	fusion
g18226	fusion
g9328	fusion
g14140	fusion
g19197	fusion
g10946	fusion
g7446	fusion
g13519	fusion
g8399	fusion
g1065	fusion
g3757	fusion
g9916	fusion
g16925	fusion
g16162	fusion
g18063	fusion
g20481	fusion
g2935	fusion
g9668	fusion
g19627	fusion
g5264	fusion
g15678	fusion
g9364	fusion
g11856	fusion
g1880	fusion
g3343	fusion
g11055	fusion
g9545	fusion
g235	fusion
g17288	fusion
g6393	fusion
g17974	fusion
g17872	fusion
g18061	fusion
g7553	fusion
g6218	fusion
g7629	fusion
g7760	fusion
g14579	fusion
g2374	fusion
g17989	fusion
g10682	fusion
g13762	fusion
g14477	fusion
g16197	fusion
g10316	fusion
g21003	fusion
g15331	fusion
g11069	fusion
g12329	fusion
g2807	fusion
g9352	fusion
g20452	fusion
g2125	fusion
g17896	fusion
g7535	fusion
g19307	fusion
g9781	fusion
g12042	fusion
g11502	fusion
g12943	fusion
g14475	fusion
g16621	fusion
g18126	fusion
g1443	fusion
g15635	fusion
g13518	fusion
g8362	fusion
g20009	fusion
g11519	fusion
g17348	fusion
g20276	fusion
g15293	fusion
g19723	fusion
g16020	fusion
g4146	fusion
g9399	fusion
g20994	fusion
g19370	fusion
g4711	fusion
g5631	fusion
g514	fusion
g943	fusion
g14108	fusion
g19070	fusion
g7126	fusion
g7232	fusion
g14571	fusion
g8144	fusion
g1655	fusion
g17915	fusion
g6266	fusion
g15209	fusion
g1570	fusion
g20267	fusion
g8685	fusion
g13176	fusion
g13017	fusion
g2994	fusion
g21	fusion
g14630	fusion
g11080	fusion
g869	fusion
g16429	fusion
g16824	fusion
g11855	fusion
g1404	fusion
g515	fusion
g15966	fusion
g10085	fusion
g15565	fusion
g13435	fusion
g21000	fusion
g19719	fusion
g3578	fusion
g15504	fusion
g11985	fusion
g17971	fusion
g5897	fusion
g19127	fusion
g11525	fusion
g12422	fusion
g870	fusion
g6495	fusion
g13808	fusion
g3792	fusion
g14562	fusion
g4430	fusion
g8460	fusion
g2730	fusion
g13609	fusion
g19722	fusion
g8442	fusion
g17580	fusion
g8125	fusion
g18678	fusion
g17220	fusion
g11527	fusion
g20962	fusion
g17881	no-fusion
g16664	no-fusion
g12456	no-fusion
g9408	no-fusion
g4546	no-fusion
g11271	no-fusion
g11469	no-fusion
g6716	no-fusion
g19898	no-fusion
g4138	no-fusion
g5370	no-fusion
g14839	no-fusion
g13459	no-fusion
g5134	no-fusion
g12455	no-fusion
g4260	no-fusion
g5919	no-fusion
g14924	no-fusion
g217	no-fusion
g1697	no-fusion
g8434	no-fusion
g8659	no-fusion
g19801	no-fusion
g20201	no-fusion
g429	no-fusion
g1828	no-fusion
g11890	no-fusion
g12723	no-fusion
g15186	no-fusion
g12523	no-fusion
g8487	no-fusion
g7746	no-fusion
g719	no-fusion
g9068	no-fusion
g14199	no-fusion
g14253	no-fusion
g5454	no-fusion
g14316	no-fusion
g15735	no-fusion
g461	no-fusion
g6606	no-fusion
g16647	no-fusion
g15779	no-fusion
g7985	no-fusion
g16205	no-fusion
g4727	no-fusion
g4830	no-fusion
g2797	no-fusion
g10641	no-fusion
g14304	no-fusion
g11833	no-fusion
g7891	no-fusion
g19352	no-fusion
g14331	no-fusion
g20922	no-fusion
g14921	no-fusion
g17615	no-fusion
g15609	no-fusion
g14575	no-fusion
g13901	no-fusion
g4340	no-fusion
g1834	no-fusion
g20667	no-fusion
g18506	no-fusion
g3226	no-fusion
g9527	no-fusion
g19330	no-fusion
g8500	no-fusion
g2571	no-fusion
g19605	no-fusion
g6457	no-fusion
g5407	no-fusion
g7690	no-fusion
g19453	no-fusion
g3467	no-fusion
g6081	no-fusion
g35	no-fusion
g2962	no-fusion
g13060	no-fusion
g8473	no-fusion
g16117	no-fusion
g20659	no-fusion
g14874	no-fusion
g15621	no-fusion
g75	no-fusion
g9761	no-fusion
g16323	no-fusion
g13591	no-fusion
g9151	no-fusion
g17020	no-fusion
g18388	no-fusion
g6500	no-fusion
g2905	no-fusion
g3032	no-fusion
g1686	no-fusion
g14771	no-fusion
g11931	no-fusion
g10185	no-fusion
g19799	no-fusion
g1389	no-fusion
g16283	no-fusion
g3444	no-fusion
g7645	no-fusion
g426	no-fusion
g8292	no-fusion
g10966	no-fusion
g17155	no-fusion
g17100	no-fusion
g8364	no-fusion
g13731	no-fusion
g166	no-fusion
g7334	no-fusion
g5921	no-fusion
g625	no-fusion
g16600	no-fusion
g4023	no-fusion
g19970	no-fusion
g5094	no-fusion
g7675	no-fusion
g17780	no-fusion
g5997	no-fusion
g2729	no-fusion
g8345	no-fusion
g16711	no-fusion
g14185	no-fusion
g12504	no-fusion
g20785	no-fusion
g9370	no-fusion
g19762	no-fusion
g20857	no-fusion
g17431	no-fusion
g3338	no-fusion
g562	no-fusion
g16819	no-fusion
g5938	no-fusion
g12288	no-fusion
g4566	no-fusion
g373	no-fusion
g10225	no-fusion
g16960	no-fusion
g4980	no-fusion
g15007	no-fusion
g6376	no-fusion
g11715	no-fusion
g16350	no-fusion
g19035	no-fusion
g12479	no-fusion
g7492	no-fusion
g13093	no-fusion
g8057	no-fusion
g18933	no-fusion
g4412	no-fusion
g3908	no-fusion
g15178	no-fusion
g12837	no-fusion
g19613	no-fusion
g1378	no-fusion
g2293	no-fusion
g14521	no-fusion
g13197	no-fusion
g12326	no-fusion
g13068	no-fusion
g11412	no-fusion
g19958	no-fusion
g10112	no-fusion
g10159	no-fusion
g9443	no-fusion
g4409	no-fusion
g7265	no-fusion
g16884	no-fusion
g15355	no-fusion
g6130	no-fusion
g20974	no-fusion
g1332	no-fusion
g8219	no-fusion
g8636	no-fusion
g20374	no-fusion
g18791	no-fusion
g17714	no-fusion
g4855	no-fusion
g7775	no-fusion
g14976	no-fusion
g2076	no-fusion
g3460	no-fusion
g9179	no-fusion
g822	no-fusion
g16977	no-fusion
g20258	no-fusion
g19107	no-fusion
g781	no-fusion
g14887	no-fusion
g13828	no-fusion
g8152	no-fusion
g177	no-fusion
g3668	no-fusion
g18151	no-fusion
g11898	no-fusion
g20673	no-fusion
g4530	no-fusion
g3147	no-fusion
g20548	no-fusion
g16982	no-fusion
g12059	no-fusion
g3409	no-fusion
g7846	no-fusion
g1322	no-fusion
g4797	no-fusion
g12178	no-fusion
g12965	no-fusion
g19956	no-fusion
g13993	no-fusion
g20966	no-fusion
g728	no-fusion
g9177	no-fusion
g13206	no-fusion
g5380	no-fusion
g19455	no-fusion
g5296	no-fusion
g2711	no-fusion
g12321	no-fusion
g5328	no-fusion
g10639	no-fusion
